Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,MathScore
female,group B,high school,standard,none,married,never,no,1,private,47
male,group D,some high school,standard,none,divorced,regularly,yes,2,,86
male,group B,associate's degree,free/reduced,,married,sometimes,yes,3,,49
female,group B,some high school,standard,none,single,sometimes,no,2,,65
male,group C,some college,standard,none,single,sometimes,yes,1,school_bus,57
female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1,private,68
male,group B,associate's degree,free/reduced,completed,single,sometimes,,3,private,62
male,group C,some college,standard,none,married,regularly,yes,1,school_bus,71
male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2,private,62
female,group A,bachelor's degree,standard,none,divorced,sometimes,yes,1,private,74
female,group B,some high school,free/reduced,completed,married,sometimes,yes,4,private,69
male,group D,bachelor's degree,free/reduced,none,married,sometimes,no,1,school_bus,53
female,group C,,free/reduced,completed,married,never,yes,1,,32
female,group C,some high school,standard,none,married,sometimes,no,3,school_bus,56
female,group C,associate's degree,free/reduced,none,married,sometimes,no,3,school_bus,45
male,group B,bachelor's degree,standard,none,married,regularly,no,2,private,67
female,,some college,standard,none,married,regularly,yes,1,private,86
male,group A,high school,standard,completed,divorced,sometimes,yes,5,private,69
female,group D,some college,free/reduced,none,married,sometimes,no,,school_bus,62
male,group D,bachelor's degree,standard,none,single,sometimes,yes,1,private,68
male,group C,some high school,standard,none,married,never,yes,3,school_bus,54
female,group B,some college,standard,none,single,regularly,no,2,school_bus,53
male,group D,,standard,completed,married,sometimes,yes,1,school_bus,72
male,group B,some college,standard,none,married,sometimes,no,3,school_bus,75
female,group D,some college,free/reduced,none,,sometimes,yes,0,private,53
male,group E,some college,free/reduced,completed,married,never,yes,3,private,67
male,group B,some high school,standard,none,single,sometimes,no,4,private,63
female,group B,associate's degree,standard,none,married,regularly,yes,2,school_bus,53
female,group D,bachelor's degree,standard,none,married,never,no,2,school_bus,43
male,group B,high school,free/reduced,none,married,sometimes,yes,3,,73
female,group C,some high school,standard,completed,married,sometimes,no,1,school_bus,56
female,group B,associate's degree,standard,,single,never,no,4,school_bus,76
male,group D,associate's degree,free/reduced,none,married,never,no,2,,71
male,group E,bachelor's degree,standard,none,married,sometimes,yes,1,private,79
female,group A,some college,free/reduced,none,married,regularly,yes,1,school_bus,53
male,group D,some college,standard,none,divorced,sometimes,yes,2,school_bus,41
male,group D,some high school,standard,completed,married,never,no,1,school_bus,73
male,group B,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,78
female,group E,some college,free/reduced,none,married,regularly,yes,3,school_bus,69
male,group C,some high school,standard,none,married,sometimes,,3,private,55
female,group B,some college,free/reduced,completed,married,never,no,3,private,68
male,,some high school,free/reduced,none,married,regularly,yes,2,school_bus,70
female,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,2,private,60
female,group D,high school,standard,completed,married,never,yes,0,school_bus,71
female,group A,bachelor's degree,free/reduced,,divorced,sometimes,no,2,school_bus,48
male,group D,associate's degree,free/reduced,,married,regularly,yes,2,school_bus,78
male,group D,high school,standard,completed,married,,yes,2,private,67
female,group E,some college,free/reduced,completed,married,never,no,2,private,74
female,group D,high school,standard,,married,never,yes,2,school_bus,67
female,group B,,standard,none,single,sometimes,yes,2,school_bus,79
male,group B,some high school,free/reduced,completed,married,sometimes,yes,2,private,72
female,group C,associate's degree,standard,none,divorced,sometimes,yes,1,school_bus,76
male,group B,some high school,standard,none,single,sometimes,no,2,private,72
male,group E,high school,standard,none,married,sometimes,no,1,private,54
male,group B,some high school,standard,none,single,sometimes,yes,1,school_bus,70
female,group B,some high school,free/reduced,completed,married,sometimes,yes,1,private,33
female,group E,,standard,none,married,sometimes,yes,5,school_bus,77
male,group C,high school,standard,none,married,regularly,yes,,private,63
male,group E,associate's degree,standard,completed,single,regularly,yes,4,school_bus,100
male,group B,,free/reduced,completed,single,sometimes,yes,1,private,45
male,group B,some college,standard,completed,single,regularly,yes,3,school_bus,79
female,group D,some college,standard,none,married,regularly,yes,3,school_bus,90
female,group B,some college,standard,none,married,sometimes,yes,3,private,59
female,,high school,standard,completed,single,sometimes,yes,4,school_bus,79
male,group A,some high school,standard,none,divorced,sometimes,no,3,school_bus,64
male,group D,master's degree,standard,none,divorced,sometimes,yes,4,school_bus,77
female,group D,some college,free/reduced,,single,sometimes,no,2,private,79
female,group C,some high school,free/reduced,none,married,regularly,yes,,school_bus,56
male,group C,some college,standard,none,divorced,sometimes,no,3,school_bus,92
male,group B,some college,free/reduced,completed,single,sometimes,,2,private,65
female,group D,,free/reduced,none,married,regularly,no,3,school_bus,85
male,group C,some college,standard,none,divorced,sometimes,no,,school_bus,78
male,group C,bachelor's degree,standard,none,married,regularly,yes,1,private,91
male,group D,some high school,standard,completed,single,regularly,yes,2,school_bus,76
male,group C,bachelor's degree,standard,none,married,sometimes,no,,private,55
female,group C,associate's degree,standard,completed,single,regularly,yes,2,,86
female,group C,high school,standard,none,married,sometimes,yes,1,private,81
female,group C,associate's degree,free/reduced,none,single,regularly,yes,4,school_bus,36
male,group D,,standard,completed,widowed,never,yes,0,school_bus,93
female,,high school,free/reduced,none,single,regularly,yes,2,school_bus,53
female,group D,,free/reduced,completed,single,sometimes,no,2,private,77
male,group B,bachelor's degree,standard,completed,married,sometimes,yes,5,private,68
female,group C,bachelor's degree,standard,none,married,regularly,yes,3,school_bus,84
female,group C,high school,standard,,single,regularly,yes,5,private,75
male,group C,some college,free/reduced,none,married,sometimes,no,1,school_bus,47
female,group D,high school,free/reduced,none,married,sometimes,no,4,school_bus,54
male,group C,some high school,standard,,married,sometimes,no,4,school_bus,67
female,group E,some high school,standard,completed,married,sometimes,no,1,private,83
male,group C,some college,free/reduced,none,married,sometimes,no,2,school_bus,55
female,group C,high school,free/reduced,none,single,sometimes,no,4,private,55
male,group D,master's degree,free/reduced,none,married,sometimes,,0,private,57
female,group A,some college,free/reduced,none,single,regularly,no,1,,44
male,group B,some college,standard,completed,married,regularly,yes,2,,83
male,group D,some high school,standard,none,single,sometimes,yes,2,school_bus,57
male,group C,associate's degree,standard,none,married,regularly,yes,4,private,50
female,group B,,standard,none,single,regularly,yes,1,private,62
male,group D,,standard,none,married,regularly,no,,private,99
female,group C,some college,free/reduced,none,single,sometimes,yes,6,school_bus,58
male,group C,high school,free/reduced,none,divorced,regularly,yes,2,school_bus,47
male,group D,,standard,none,married,regularly,yes,3,private,95
male,group C,,standard,completed,married,regularly,yes,1,school_bus,77
female,group C,some college,standard,none,married,never,no,1,school_bus,63
female,group D,associate's degree,standard,none,divorced,regularly,yes,3,school_bus,92
female,group B,high school,standard,none,divorced,sometimes,no,3,school_bus,45
female,group D,master's degree,free/reduced,none,married,sometimes,yes,5,school_bus,70
female,group C,some college,standard,none,married,regularly,no,2,school_bus,67
female,group B,some high school,free/reduced,none,divorced,regularly,yes,,private,44
female,group C,some college,standard,completed,married,regularly,yes,1,school_bus,60
female,group B,some college,standard,completed,married,sometimes,no,3,school_bus,89
female,group B,high school,free/reduced,completed,single,sometimes,yes,4,private,55
female,group C,some college,standard,none,married,regularly,yes,3,school_bus,68
female,group A,some high school,free/reduced,none,single,regularly,,1,private,13
female,group D,associate's degree,free/reduced,completed,,never,no,4,school_bus,80
male,group C,bachelor's degree,standard,completed,married,sometimes,yes,1,school_bus,74
male,group B,some college,free/reduced,,widowed,sometimes,no,4,private,42
male,group D,high school,standard,none,divorced,sometimes,no,3,school_bus,63
female,group B,associate's degree,standard,none,divorced,sometimes,yes,3,private,85
male,group C,master's degree,free/reduced,none,married,sometimes,,1,school_bus,89
male,group D,associate's degree,standard,none,married,sometimes,no,4,private,63
male,group D,some high school,standard,none,married,regularly,yes,2,private,31
female,group A,,standard,none,married,regularly,no,,private,54
female,group D,associate's degree,standard,none,single,sometimes,yes,2,private,82
male,group C,some high school,free/reduced,completed,married,sometimes,no,2,private,59
male,group A,some college,standard,completed,married,sometimes,no,3,school_bus,94
female,group A,some college,free/reduced,none,single,sometimes,no,2,,49
female,group E,associate's degree,standard,,married,sometimes,yes,2,private,96
female,group A,,standard,none,single,never,no,1,school_bus,42
male,group C,some college,standard,completed,,regularly,yes,1,school_bus,64
female,group C,high school,standard,completed,married,sometimes,yes,0,school_bus,76
male,group B,associate's degree,standard,completed,married,never,no,1,private,84
female,group D,high school,standard,completed,married,sometimes,yes,,school_bus,68
female,group E,,free/reduced,none,,regularly,yes,1,school_bus,79
female,group D,some high school,standard,completed,married,sometimes,yes,1,school_bus,60
male,group C,some college,standard,none,married,regularly,no,4,private,66
male,group C,some high school,free/reduced,completed,single,sometimes,yes,2,school_bus,64
female,group A,some college,standard,none,married,sometimes,no,2,school_bus,67
female,group D,some high school,standard,none,single,sometimes,no,2,private,38
male,group C,some college,free/reduced,,married,sometimes,yes,0,,67
female,,bachelor's degree,standard,completed,divorced,sometimes,no,3,private,45
female,group C,some college,free/reduced,none,single,never,yes,4,private,60
female,group C,some college,free/reduced,none,single,sometimes,no,4,,39
female,group C,some high school,standard,none,married,regularly,yes,3,private,60
female,group E,associate's degree,free/reduced,completed,married,never,yes,4,private,78
female,group C,master's degree,standard,completed,single,regularly,yes,1,private,91
female,group C,high school,free/reduced,none,single,regularly,yes,0,school_bus,50
male,group D,some high school,free/reduced,completed,married,sometimes,no,1,school_bus,66
male,group D,high school,standard,completed,divorced,regularly,no,2,,99
female,group C,master's degree,free/reduced,,married,sometimes,yes,4,school_bus,45
female,group A,high school,free/reduced,,married,never,no,,private,63
male,group C,some college,free/reduced,none,married,sometimes,,1,private,61
male,group D,associate's degree,free/reduced,completed,single,sometimes,yes,6,school_bus,57
female,group A,,standard,none,married,sometimes,no,5,,60
female,group D,some college,standard,none,,regularly,yes,0,school_bus,63
female,group C,associate's degree,free/reduced,none,single,sometimes,yes,6,private,47
female,group B,associate's degree,standard,,married,sometimes,yes,4,private,65
male,group D,some college,standard,none,married,regularly,no,1,school_bus,83
male,group C,some college,standard,none,married,sometimes,no,3,private,84
female,group E,some high school,free/reduced,completed,married,sometimes,no,1,,67
male,group B,some high school,standard,none,divorced,regularly,yes,3,school_bus,68
female,group C,associate's degree,free/reduced,completed,single,regularly,no,1,school_bus,51
female,group B,some high school,standard,none,single,sometimes,no,1,school_bus,46
male,group C,high school,standard,none,married,sometimes,no,,private,75
female,group B,high school,standard,completed,married,regularly,yes,0,private,74
male,group C,master's degree,standard,none,married,regularly,yes,1,school_bus,100
male,group D,some college,standard,completed,married,sometimes,yes,2,,60
female,group B,,standard,none,married,sometimes,yes,2,school_bus,72
male,group C,master's degree,free/reduced,none,divorced,sometimes,yes,2,,22
male,group D,associate's degree,standard,completed,divorced,regularly,yes,1,school_bus,78
male,group B,,standard,none,married,regularly,no,4,school_bus,63
male,,associate's degree,standard,,married,sometimes,no,3,,57
male,group D,associate's degree,free/reduced,none,single,regularly,no,3,private,60
male,group B,bachelor's degree,standard,none,divorced,never,yes,2,private,83
male,group C,some high school,standard,completed,widowed,sometimes,no,3,school_bus,75
male,group D,bachelor's degree,standard,completed,divorced,,yes,4,private,81
male,group D,some college,standard,,divorced,regularly,no,1,school_bus,71
male,group D,associate's degree,standard,completed,divorced,sometimes,yes,,school_bus,67
male,group C,high school,free/reduced,none,divorced,regularly,no,4,private,46
male,group D,bachelor's degree,standard,completed,single,regularly,yes,2,private,75
female,group E,some college,standard,none,married,regularly,yes,1,school_bus,86
male,group B,associate's degree,free/reduced,none,divorced,sometimes,yes,3,school_bus,46
male,group C,,free/reduced,none,married,sometimes,no,4,school_bus,38
male,,master's degree,standard,none,married,sometimes,no,1,school_bus,80
female,group C,master's degree,free/reduced,completed,divorced,regularly,yes,1,private,64
male,group E,high school,standard,none,,sometimes,,1,school_bus,76
female,group B,some college,free/reduced,none,,,yes,2,school_bus,41
female,group C,some college,standard,none,married,never,yes,3,school_bus,45
male,group C,bachelor's degree,standard,none,married,sometimes,no,1,private,40
male,group C,associate's degree,standard,none,single,regularly,yes,3,school_bus,78
male,group D,high school,standard,none,married,regularly,yes,4,school_bus,76
female,group D,some high school,free/reduced,none,married,regularly,no,2,,51
male,group D,bachelor's degree,standard,none,married,regularly,no,2,school_bus,84
male,group D,some college,free/reduced,none,married,sometimes,no,1,,61
male,group B,associate's degree,standard,none,,sometimes,yes,1,school_bus,48
male,group C,some college,free/reduced,none,married,regularly,no,1,private,77
female,group D,some college,standard,completed,married,regularly,yes,1,school_bus,85
male,group B,high school,standard,none,married,never,yes,1,school_bus,76
female,group C,associate's degree,standard,none,divorced,sometimes,no,1,private,71
male,group E,bachelor's degree,free/reduced,completed,single,regularly,,2,school_bus,65
female,group C,some high school,free/reduced,none,married,regularly,yes,0,private,60
male,group B,high school,standard,none,single,regularly,yes,2,school_bus,78
male,group C,some high school,free/reduced,completed,divorced,never,yes,0,private,52
female,group A,associate's degree,standard,none,divorced,never,yes,4,private,82
female,group A,some college,standard,completed,married,never,yes,1,school_bus,58
male,group C,some college,standard,none,married,sometimes,yes,2,school_bus,74
female,group C,high school,standard,completed,married,sometimes,yes,2,school_bus,48
female,group C,some high school,free/reduced,completed,married,sometimes,yes,4,private,41
female,group E,high school,free/reduced,completed,divorced,regularly,yes,2,school_bus,77
female,group B,associate's degree,standard,none,single,sometimes,yes,7,private,81
male,group E,some high school,standard,none,married,sometimes,no,,school_bus,77
female,group B,some high school,standard,,married,sometimes,no,1,private,78
female,group C,associate's degree,standard,completed,single,regularly,yes,2,private,74
female,group B,high school,standard,none,single,sometimes,yes,4,private,64
male,group E,some high school,free/reduced,none,single,regularly,no,3,private,50
female,group C,some high school,free/reduced,none,married,regularly,yes,1,private,35
male,,some college,standard,none,married,regularly,yes,1,school_bus,91
female,group C,associate's degree,standard,completed,married,regularly,yes,3,school_bus,36
female,group D,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,60
male,group C,some college,free/reduced,completed,married,regularly,no,1,school_bus,56
female,group B,some college,standard,none,single,regularly,yes,0,school_bus,74
female,group D,,standard,completed,single,regularly,no,1,private,94
male,group C,,free/reduced,none,married,regularly,no,4,school_bus,69
female,group C,some college,free/reduced,none,married,regularly,yes,0,school_bus,54
female,group D,some college,free/reduced,none,,sometimes,yes,2,private,51
female,group C,some high school,free/reduced,completed,divorced,sometimes,yes,5,private,65
male,group B,associate's degree,standard,completed,married,sometimes,no,5,school_bus,89
female,group E,high school,free/reduced,none,married,regularly,yes,7,school_bus,56
male,group B,high school,standard,none,,sometimes,no,1,school_bus,48
female,group C,some high school,free/reduced,none,single,regularly,no,1,private,59
female,group C,,standard,none,married,regularly,no,3,private,94
female,group D,bachelor's degree,standard,none,married,regularly,yes,3,school_bus,78
female,group C,some college,free/reduced,none,married,sometimes,no,4,school_bus,64
female,group E,bachelor's degree,free/reduced,completed,single,sometimes,yes,2,school_bus,60
female,group D,bachelor's degree,standard,none,married,never,,3,,73
male,group D,bachelor's degree,standard,none,single,never,no,,private,91
male,group E,some college,standard,none,married,sometimes,yes,0,school_bus,94
female,group C,high school,standard,completed,married,never,yes,2,private,82
female,group B,associate's degree,free/reduced,none,single,regularly,no,2,private,38
female,group D,,standard,none,,,yes,3,school_bus,59
female,group D,high school,standard,none,married,sometimes,yes,0,,55
female,,high school,standard,none,married,sometimes,yes,0,school_bus,66
male,group A,high school,standard,none,married,sometimes,yes,4,school_bus,74
male,group C,some high school,standard,none,single,regularly,no,4,private,45
female,group D,some high school,free/reduced,completed,married,regularly,no,2,private,49
female,group C,associate's degree,free/reduced,completed,married,regularly,no,1,private,32
male,group B,some college,standard,none,divorced,regularly,no,3,,48
female,group C,some high school,standard,completed,married,never,,4,school_bus,30
male,group B,high school,standard,none,married,never,yes,4,school_bus,87
male,group D,some high school,standard,none,single,sometimes,yes,2,school_bus,65
male,group C,high school,standard,,married,sometimes,yes,3,school_bus,77
male,group C,bachelor's degree,standard,none,married,regularly,no,3,school_bus,62
female,group C,high school,standard,none,married,regularly,yes,1,school_bus,76
female,group B,some high school,standard,none,married,sometimes,no,3,private,52
male,group B,some high school,free/reduced,none,single,never,no,1,private,32
female,group C,some college,standard,none,single,regularly,no,2,private,51
female,group E,,free/reduced,none,single,never,yes,,private,84
male,group D,high school,standard,none,,sometimes,yes,3,private,57
male,group C,some high school,standard,none,married,sometimes,yes,2,school_bus,53
male,group D,some high school,standard,completed,divorced,sometimes,yes,1,school_bus,73
female,group D,,standard,none,married,sometimes,yes,2,private,77
male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,0,,49
female,group D,bachelor's degree,standard,none,married,sometimes,yes,1,private,81
female,group C,bachelor's degree,standard,none,married,sometimes,no,1,school_bus,95
female,group B,high school,free/reduced,completed,divorced,sometimes,no,4,private,52
male,group B,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,66
male,group A,associate's degree,free/reduced,none,married,sometimes,no,1,school_bus,36
male,group C,some high school,standard,,married,regularly,no,2,private,89
male,group D,associate's degree,standard,,married,never,no,2,school_bus,83
male,group C,high school,standard,none,married,never,yes,2,school_bus,79
male,group C,high school,free/reduced,completed,married,sometimes,yes,2,private,73
male,group E,associate's degree,standard,completed,single,never,yes,1,school_bus,89
male,group E,associate's degree,standard,none,single,sometimes,yes,0,school_bus,45
female,group D,high school,standard,none,married,sometimes,yes,3,school_bus,92
female,group D,high school,standard,none,married,sometimes,yes,5,,60
male,group B,some high school,free/reduced,none,married,sometimes,yes,0,private,45
female,group E,high school,standard,none,divorced,regularly,yes,1,private,62
male,group C,some high school,standard,none,married,regularly,yes,2,school_bus,85
female,,high school,standard,,single,sometimes,yes,4,private,45
female,group A,high school,free/reduced,none,single,regularly,yes,1,school_bus,45
male,group C,some college,standard,completed,married,regularly,yes,3,private,99
male,group C,high school,standard,none,divorced,sometimes,no,1,school_bus,85
female,group D,some college,free/reduced,none,single,sometimes,yes,2,school_bus,71
male,group C,some college,free/reduced,,single,sometimes,no,4,,37
female,group C,some college,free/reduced,completed,divorced,regularly,yes,4,,65
female,group B,some college,free/reduced,none,,sometimes,yes,4,,53
female,group C,associate's degree,standard,none,married,never,yes,4,,68
male,group D,high school,standard,none,married,,no,3,,61
male,group D,high school,standard,none,single,regularly,yes,1,private,76
female,group C,master's degree,free/reduced,none,single,regularly,no,2,school_bus,61
male,group C,high school,standard,,married,sometimes,yes,0,school_bus,72
male,group C,high school,standard,completed,,regularly,no,2,school_bus,72
female,group D,high school,standard,none,married,sometimes,yes,3,school_bus,66
male,,high school,standard,completed,married,sometimes,yes,2,private,60
female,group D,some college,standard,none,married,regularly,no,1,private,70
female,group D,some college,free/reduced,none,single,sometimes,yes,1,school_bus,38
male,group C,some high school,free/reduced,none,married,regularly,no,1,private,56
female,group A,high school,standard,,single,sometimes,yes,4,private,34
male,group C,high school,standard,none,married,regularly,yes,1,school_bus,63
female,group E,master's degree,standard,none,married,regularly,no,4,private,82
female,group B,,standard,,married,regularly,yes,1,school_bus,84
male,group C,high school,free/reduced,none,divorced,sometimes,yes,3,school_bus,54
female,,,standard,none,married,never,yes,3,school_bus,66
male,group B,some college,standard,completed,divorced,sometimes,no,3,school_bus,63
male,group B,some college,standard,completed,married,sometimes,yes,1,private,86
male,group B,high school,free/reduced,none,married,never,yes,0,private,50
female,group B,bachelor's degree,standard,none,divorced,sometimes,yes,1,school_bus,74
male,group E,some college,free/reduced,none,divorced,never,no,1,school_bus,74
male,group C,high school,standard,completed,married,sometimes,no,4,school_bus,81
female,group E,bachelor's degree,standard,none,single,never,no,3,private,80
female,group E,,standard,none,married,sometimes,no,2,,89
female,group D,bachelor's degree,standard,completed,divorced,regularly,no,5,school_bus,67
female,group D,bachelor's degree,free/reduced,none,married,sometimes,no,,school_bus,33
male,group B,some high school,free/reduced,none,married,sometimes,yes,5,school_bus,35
female,group C,associate's degree,standard,none,divorced,sometimes,no,1,school_bus,54
female,group E,some high school,standard,completed,married,regularly,yes,3,private,86
female,group C,some college,free/reduced,none,single,sometimes,yes,1,private,74
male,group D,some college,standard,none,married,sometimes,yes,2,,68
male,group B,high school,free/reduced,completed,married,regularly,yes,1,school_bus,40
female,,some high school,standard,none,married,regularly,yes,2,,76
male,group D,some college,standard,none,married,sometimes,yes,1,private,86
male,group B,some high school,free/reduced,none,married,sometimes,yes,3,private,42
female,group D,associate's degree,standard,completed,single,,yes,1,school_bus,67
male,group B,,free/reduced,none,,never,no,1,private,42
female,,associate's degree,free/reduced,none,single,sometimes,yes,1,,75
male,group E,high school,standard,none,married,regularly,no,2,school_bus,71
female,group B,some high school,standard,completed,divorced,never,yes,1,private,64
female,group C,some high school,standard,none,married,regularly,yes,4,private,83
male,group D,associate's degree,standard,none,single,sometimes,yes,1,school_bus,61
male,group C,high school,free/reduced,none,married,regularly,no,2,school_bus,48
female,group B,high school,standard,none,single,sometimes,no,2,school_bus,51
female,group C,some high school,standard,completed,divorced,never,yes,1,,75
female,group B,some college,standard,completed,married,regularly,,2,private,73
male,group C,associate's degree,standard,none,married,sometimes,yes,4,school_bus,66
male,group D,some college,standard,none,divorced,sometimes,no,,private,89
female,group D,,standard,none,married,regularly,yes,2,school_bus,64
female,group A,,standard,completed,single,sometimes,yes,0,school_bus,67
female,group C,some high school,standard,none,married,sometimes,yes,1,school_bus,59
male,,associate's degree,standard,completed,married,regularly,,,private,86
male,group C,bachelor's degree,free/reduced,none,divorced,never,no,3,,72
male,group C,associate's degree,free/reduced,none,married,never,yes,5,private,48
female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,2,,60
male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,2,school_bus,76
female,group C,some college,free/reduced,none,married,regularly,yes,1,school_bus,49
female,group C,some high school,free/reduced,none,single,sometimes,yes,3,private,42
male,group B,master's degree,standard,none,married,regularly,,3,school_bus,90
female,group D,high school,standard,none,married,sometimes,yes,0,school_bus,65
female,group D,bachelor's degree,standard,none,single,never,yes,4,school_bus,63
male,group D,associate's degree,free/reduced,none,married,sometimes,no,2,private,47
female,group A,high school,free/reduced,completed,married,sometimes,yes,3,private,40
male,group B,some college,free/reduced,none,single,sometimes,yes,1,private,40
female,group C,some high school,standard,none,married,regularly,yes,5,,48
female,group E,high school,standard,none,single,sometimes,no,2,school_bus,60
male,group D,high school,standard,none,single,sometimes,yes,1,,64
female,group D,some high school,free/reduced,completed,single,sometimes,yes,4,private,58
male,,associate's degree,free/reduced,none,married,sometimes,no,3,school_bus,38
male,group C,bachelor's degree,free/reduced,completed,married,never,no,5,private,68
male,group D,high school,standard,none,married,sometimes,yes,0,school_bus,70
male,group C,associate's degree,standard,completed,married,regularly,yes,3,school_bus,80
female,group B,high school,standard,none,married,regularly,yes,0,private,63
male,,some college,free/reduced,completed,single,never,yes,2,school_bus,47
male,group C,associate's degree,free/reduced,completed,single,sometimes,no,4,school_bus,69
male,group D,high school,free/reduced,completed,divorced,sometimes,yes,2,private,58
male,group B,,free/reduced,none,single,regularly,no,2,school_bus,80
male,group C,bachelor's degree,standard,,single,sometimes,no,1,private,76
female,group D,some college,free/reduced,none,married,sometimes,yes,2,school_bus,72
female,group C,some high school,standard,none,single,sometimes,yes,1,,66
female,,some college,standard,completed,single,sometimes,no,2,school_bus,75
male,group C,high school,standard,none,married,sometimes,no,1,private,87
female,group C,some college,free/reduced,none,married,sometimes,no,1,,29
male,group C,bachelor's degree,standard,completed,divorced,sometimes,no,4,school_bus,76
female,group C,high school,free/reduced,completed,married,regularly,no,5,private,54
female,group C,some college,standard,completed,married,sometimes,yes,3,private,71
male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,70
male,group C,some college,standard,completed,married,sometimes,no,1,school_bus,80
female,group D,some college,standard,none,married,regularly,yes,5,school_bus,60
male,group C,some college,free/reduced,none,,regularly,yes,2,private,49
female,group D,master's degree,standard,none,single,sometimes,yes,0,school_bus,64
female,group C,high school,free/reduced,none,married,regularly,no,3,school_bus,52
female,group A,associate's degree,free/reduced,completed,married,regularly,no,2,school_bus,53
male,group D,associate's degree,standard,none,married,sometimes,no,2,school_bus,77
male,group C,associate's degree,free/reduced,completed,divorced,sometimes,yes,2,school_bus,69
female,group C,some high school,standard,completed,married,sometimes,no,3,school_bus,74
female,group D,some high school,standard,none,divorced,never,yes,2,school_bus,55
male,group C,associate's degree,free/reduced,none,divorced,regularly,yes,1,school_bus,44
male,group B,high school,free/reduced,completed,married,sometimes,yes,3,private,61
female,group C,master's degree,free/reduced,completed,single,regularly,yes,3,school_bus,63
female,group D,high school,standard,none,married,regularly,no,1,private,87
male,group C,some college,standard,completed,married,regularly,yes,3,school_bus,88
female,group E,master's degree,standard,completed,married,sometimes,yes,1,school_bus,89
female,group D,master's degree,free/reduced,completed,married,regularly,yes,3,school_bus,66
female,group D,some college,standard,completed,single,sometimes,yes,3,private,58
male,group C,master's degree,free/reduced,,married,sometimes,no,3,school_bus,73
female,group E,some high school,standard,none,single,regularly,yes,1,school_bus,59
male,group C,associate's degree,standard,completed,widowed,regularly,yes,2,,97
female,group C,associate's degree,standard,completed,single,sometimes,yes,1,school_bus,85
male,group B,some high school,standard,completed,divorced,never,no,,school_bus,56
male,,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,79
female,group A,associate's degree,standard,none,married,sometimes,yes,0,school_bus,57
male,group B,high school,standard,completed,married,regularly,yes,1,school_bus,63
male,group D,some high school,standard,completed,married,sometimes,yes,7,,84
male,group D,high school,standard,none,married,never,yes,3,school_bus,72
female,,some college,standard,none,single,sometimes,no,2,private,50
male,group B,high school,standard,completed,married,regularly,yes,2,school_bus,62
male,group D,high school,free/reduced,completed,widowed,never,no,2,school_bus,71
male,group D,high school,standard,none,married,sometimes,yes,1,school_bus,65
male,group C,,free/reduced,completed,divorced,never,no,2,private,58
male,group E,bachelor's degree,standard,none,married,regularly,no,1,school_bus,81
male,group B,high school,standard,none,single,sometimes,yes,0,private,91
female,group D,high school,standard,,married,sometimes,no,1,private,60
male,group D,some high school,free/reduced,none,married,regularly,yes,5,school_bus,53
male,group D,bachelor's degree,standard,completed,single,never,yes,3,private,88
female,group D,associate's degree,standard,none,married,sometimes,yes,4,school_bus,93
female,group D,high school,standard,none,married,sometimes,yes,7,private,59
male,group C,associate's degree,standard,completed,single,sometimes,no,5,school_bus,72
male,group D,some college,free/reduced,none,married,sometimes,yes,7,private,45
female,group E,some college,standard,completed,married,never,,4,private,76
male,group C,high school,free/reduced,completed,divorced,regularly,no,1,school_bus,78
male,group D,master's degree,standard,completed,widowed,regularly,yes,0,school_bus,97
male,,some college,standard,none,married,regularly,yes,0,school_bus,75
male,group D,bachelor's degree,standard,none,married,regularly,no,1,private,74
male,group C,some high school,free/reduced,completed,married,never,yes,4,school_bus,53
male,group D,some college,standard,,single,sometimes,yes,3,,97
male,group B,some high school,free/reduced,none,single,sometimes,no,3,school_bus,45
male,group C,some college,free/reduced,none,single,never,no,5,school_bus,40
male,group E,associate's degree,free/reduced,completed,divorced,sometimes,yes,,school_bus,74
female,group C,high school,standard,none,married,regularly,yes,4,school_bus,74
female,group D,high school,standard,none,divorced,never,yes,2,school_bus,54
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,3,,77
female,group D,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,4,school_bus,63
male,group E,some high school,free/reduced,none,single,sometimes,yes,,,92
female,group B,some college,free/reduced,none,single,sometimes,no,1,school_bus,54
male,,some college,standard,none,single,never,yes,0,private,62
female,group D,some college,free/reduced,none,married,never,yes,2,,66
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,,private,41
male,group E,bachelor's degree,free/reduced,none,married,regularly,yes,2,school_bus,68
male,group C,high school,free/reduced,,married,sometimes,no,3,school_bus,39
female,group B,master's degree,free/reduced,completed,divorced,,yes,0,school_bus,75
female,group A,some high school,standard,completed,married,sometimes,yes,7,private,78
